type,size,ocall,noenc,fullenc,baseline,
read,8,33421.000000,12998.000000,35034.000000,1065.000000,
read,8,32415.000000,12991.000000,34508.000000,834.000000,
read,8,32854.000000,13673.000000,34302.000000,890.000000,
read,8,32029.000000,13778.000000,34558.000000,815.000000,
read,8,32679.000000,13208.000000,33780.000000,880.000000,
read,8,32463.000000,13315.000000,34001.000000,780.000000,
read,8,32584.000000,13403.000000,34100.000000,868.000000,
read,8,32965.000000,13382.000000,34135.000000,1130.000000,
read,8,32725.000000,13629.000000,34076.000000,978.000000,
read,8,32052.000000,13000.000000,34034.000000,987.000000,
read,8,33229.000000,13390.000000,34317.000000,1046.000000,
read,8,32302.000000,13585.000000,34432.000000,949.000000,
read,8,32512.000000,13946.000000,34134.000000,1034.000000,
read,8,61129.000000,13525.000000,33721.000000,966.000000,
read,8,35030.000000,13325.000000,34097.000000,1064.000000,
read,8,32401.000000,13339.000000,34388.000000,1000.000000,
read,8,33668.000000,13966.000000,33852.000000,1012.000000,
read,8,32235.000000,13057.000000,33669.000000,807.000000,
read,8,32044.000000,13472.000000,33741.000000,1157.000000,
read,8,32357.000000,13294.000000,34151.000000,962.000000,
read,8,32203.000000,13394.000000,33888.000000,1000.000000,
read,8,32391.000000,13138.000000,33509.000000,820.000000,
read,8,33196.000000,13866.000000,34792.000000,871.000000,
read,8,32067.000000,13333.000000,34937.000000,908.000000,
read,8,32318.000000,13028.000000,34772.000000,923.000000,
read,8,31980.000000,13107.000000,33997.000000,831.000000,
read,8,32299.000000,12970.000000,34161.000000,890.000000,
read,8,32383.000000,13083.000000,33993.000000,829.000000,
read,8,32356.000000,13396.000000,34544.000000,922.000000,
read,8,32358.000000,13693.000000,34400.000000,974.000000,
read,8,32505.000000,13428.000000,34287.000000,1022.000000,
read,8,33040.000000,13638.000000,34795.000000,772.000000,
read,8,33544.000000,13635.000000,36270.000000,908.000000,
read,8,32000.000000,13450.000000,34497.000000,793.000000,
read,8,32175.000000,13395.000000,34232.000000,964.000000,
read,8,32093.000000,13923.000000,34380.000000,790.000000,
read,8,32299.000000,13314.000000,34337.000000,895.000000,
read,8,32055.000000,13805.000000,33623.000000,818.000000,
read,8,31866.000000,13258.000000,34271.000000,961.000000,
read,8,32337.000000,13052.000000,34520.000000,980.000000,
read,8,32544.000000,13994.000000,34169.000000,1031.000000,
read,8,32395.000000,13413.000000,34397.000000,1045.000000,
read,8,31755.000000,13481.000000,33928.000000,1138.000000,
read,8,32119.000000,13386.000000,34577.000000,804.000000,
read,8,32375.000000,13485.000000,33551.000000,919.000000,
read,8,32179.000000,13423.000000,33705.000000,829.000000,
read,8,32344.000000,13713.000000,34483.000000,817.000000,
read,8,32413.000000,13921.000000,34109.000000,870.000000,
read,8,33350.000000,13357.000000,34541.000000,992.000000,
read,8,32175.000000,13460.000000,34002.000000,868.000000,
read,8,32440.000000,13534.000000,34419.000000,1022.000000,
read,8,32775.000000,13455.000000,34819.000000,965.000000,
read,8,32269.000000,13322.000000,34312.000000,978.000000,
read,8,32375.000000,13091.000000,34021.000000,1000.000000,
read,8,32657.000000,12986.000000,34292.000000,879.000000,
read,8,32338.000000,13879.000000,33992.000000,882.000000,
read,8,32141.000000,13287.000000,33233.000000,925.000000,
read,8,32316.000000,13427.000000,33603.000000,864.000000,
read,8,32016.000000,13085.000000,34107.000000,875.000000,
read,8,32273.000000,13763.000000,34672.000000,819.000000,
read,8,32471.000000,13308.000000,34477.000000,847.000000,
read,8,32238.000000,13485.000000,33417.000000,796.000000,
read,8,32811.000000,13355.000000,34276.000000,924.000000,
read,8,32447.000000,13139.000000,34591.000000,799.000000,
read,8,32934.000000,13457.000000,35175.000000,963.000000,
read,8,32291.000000,13518.000000,34333.000000,983.000000,
read,8,32323.000000,13226.000000,33592.000000,1110.000000,
read,8,32303.000000,13743.000000,35336.000000,1093.000000,
read,8,32629.000000,13028.000000,34276.000000,986.000000,
read,8,32365.000000,12971.000000,33700.000000,828.000000,
read,8,32240.000000,13865.000000,34060.000000,824.000000,
read,8,32075.000000,13604.000000,34015.000000,761.000000,
read,8,32213.000000,13642.000000,33982.000000,897.000000,
read,8,32574.000000,13409.000000,33471.000000,911.000000,
read,8,32495.000000,13425.000000,34878.000000,750.000000,
read,8,33174.000000,13370.000000,34156.000000,908.000000,
read,8,32212.000000,13312.000000,34054.000000,842.000000,
read,8,31958.000000,13341.000000,34302.000000,1026.000000,
read,8,32320.000000,13442.000000,34037.000000,857.000000,
read,8,33098.000000,13691.000000,34110.000000,968.000000,
read,8,32707.000000,13772.000000,34926.000000,896.000000,
read,8,32403.000000,13314.000000,33525.000000,875.000000,
read,8,32292.000000,13467.000000,33905.000000,814.000000,
read,8,32166.000000,13032.000000,33831.000000,860.000000,
read,8,32391.000000,13506.000000,33804.000000,827.000000,
read,8,32686.000000,13718.000000,34267.000000,869.000000,
read,8,32273.000000,13684.000000,34359.000000,797.000000,
read,8,32479.000000,13103.000000,33553.000000,889.000000,
read,8,32037.000000,13763.000000,34729.000000,829.000000,
read,8,32208.000000,13544.000000,33855.000000,864.000000,
read,8,32126.000000,13686.000000,33951.000000,809.000000,
read,8,32170.000000,13124.000000,69533.000000,893.000000,
read,8,32569.000000,13046.000000,34040.000000,812.000000,
read,8,32069.000000,13360.000000,33875.000000,981.000000,
read,8,32181.000000,13592.000000,33498.000000,921.000000,
read,8,32937.000000,13576.000000,34090.000000,1067.000000,
read,8,33453.000000,14246.000000,34036.000000,1025.000000,
read,8,32248.000000,13581.000000,33155.000000,1088.000000,
read,8,31945.000000,13397.000000,33182.000000,982.000000,
read,8,32542.000000,12986.000000,34227.000000,969.000000,
read,8,33067.000000,13395.000000,34788.000000,830.000000,
read,8,32460.000000,12918.000000,33634.000000,959.000000,
read,8,32517.000000,13011.000000,33619.000000,975.000000,
read,8,32458.000000,13352.000000,34564.000000,962.000000,
read,8,32449.000000,13112.000000,34660.000000,823.000000,
read,8,32147.000000,13333.000000,33609.000000,925.000000,
read,8,32685.000000,13323.000000,34628.000000,792.000000,
read,8,32403.000000,13368.000000,34222.000000,885.000000,
read,8,32251.000000,12976.000000,33366.000000,823.000000,
read,8,31981.000000,13808.000000,33903.000000,986.000000,
read,8,32001.000000,13421.000000,33860.000000,1016.000000,
read,8,32443.000000,13272.000000,34630.000000,1001.000000,
read,8,32685.000000,13974.000000,35068.000000,840.000000,
read,8,32571.000000,13691.000000,34665.000000,964.000000,
read,8,32588.000000,13463.000000,34654.000000,990.000000,
read,8,32101.000000,13490.000000,34359.000000,1027.000000,
read,8,32408.000000,14028.000000,33606.000000,1239.000000,
read,8,32423.000000,13689.000000,34573.000000,953.000000,
read,8,32341.000000,13018.000000,33855.000000,868.000000,
read,8,32708.000000,13433.000000,33474.000000,943.000000,
read,8,32330.000000,13403.000000,34770.000000,824.000000,
read,8,32052.000000,13539.000000,34344.000000,949.000000,
read,8,32286.000000,13344.000000,34089.000000,1034.000000,
read,8,32606.000000,13737.000000,34107.000000,1003.000000,
read,8,31911.000000,13133.000000,33986.000000,923.000000,
read,8,32170.000000,13280.000000,33585.000000,969.000000,
read,8,32139.000000,13395.000000,34497.000000,996.000000,
read,8,32072.000000,13722.000000,34629.000000,1058.000000,
read,8,32606.000000,13725.000000,35490.000000,1044.000000,
read,8,32339.000000,13804.000000,34210.000000,1071.000000,
read,8,32134.000000,13922.000000,34284.000000,906.000000,
read,8,32432.000000,13698.000000,34178.000000,962.000000,
read,8,32863.000000,13092.000000,33749.000000,945.000000,
read,8,32488.000000,13388.000000,34096.000000,1055.000000,
read,8,45692.000000,12996.000000,34541.000000,820.000000,
read,8,54708.000000,12999.000000,34582.000000,893.000000,
read,8,32833.000000,13410.000000,34662.000000,935.000000,
read,8,32068.000000,13132.000000,33966.000000,998.000000,
read,8,31907.000000,13306.000000,34074.000000,794.000000,
read,8,32632.000000,13043.000000,34103.000000,892.000000,
read,8,32451.000000,13372.000000,34258.000000,753.000000,
read,8,31928.000000,13167.000000,33849.000000,1033.000000,
read,8,32220.000000,13507.000000,34114.000000,986.000000,
read,8,32851.000000,13344.000000,34029.000000,1025.000000,
read,8,34039.000000,13521.000000,34207.000000,839.000000,
read,8,32152.000000,13486.000000,34803.000000,921.000000,
read,8,32275.000000,13406.000000,34371.000000,791.000000,
read,8,31962.000000,13334.000000,33613.000000,892.000000,
read,8,32641.000000,13617.000000,33432.000000,868.000000,
read,8,31912.000000,13413.000000,33934.000000,975.000000,
read,8,32561.000000,13353.000000,34172.000000,1018.000000,
read,8,32673.000000,13193.000000,33747.000000,1062.000000,
read,8,32445.000000,13649.000000,34693.000000,912.000000,
read,8,32364.000000,12966.000000,34197.000000,1029.000000,
read,8,31957.000000,13557.000000,34215.000000,915.000000,
read,8,32271.000000,13432.000000,34160.000000,1131.000000,
read,8,33000.000000,13731.000000,33758.000000,811.000000,
read,8,32359.000000,13537.000000,34530.000000,995.000000,
read,8,32333.000000,13315.000000,34181.000000,969.000000,
read,8,32062.000000,13933.000000,34926.000000,1257.000000,
read,8,33978.000000,13279.000000,35503.000000,839.000000,
read,8,32160.000000,13426.000000,34409.000000,974.000000,
read,8,32474.000000,13680.000000,33855.000000,1000.000000,
read,8,31573.000000,13333.000000,34471.000000,935.000000,
read,8,31582.000000,13720.000000,34438.000000,826.000000,
read,8,32681.000000,13049.000000,33728.000000,1298.000000,
read,8,32023.000000,13448.000000,33847.000000,994.000000,
read,8,32267.000000,13348.000000,34412.000000,1119.000000,
read,8,32599.000000,13306.000000,34502.000000,811.000000,
read,8,32238.000000,13466.000000,33768.000000,995.000000,
read,8,32126.000000,13655.000000,34843.000000,1018.000000,
read,8,32528.000000,13298.000000,34763.000000,1093.000000,
read,8,31946.000000,13400.000000,34477.000000,993.000000,
read,8,31957.000000,13541.000000,34741.000000,983.000000,
read,8,32352.000000,13094.000000,33953.000000,888.000000,
read,8,32123.000000,13519.000000,34130.000000,1000.000000,
read,8,32007.000000,13371.000000,34226.000000,985.000000,
read,8,32243.000000,13424.000000,34209.000000,1017.000000,
read,8,32253.000000,13673.000000,34332.000000,950.000000,
read,8,32280.000000,13459.000000,33840.000000,948.000000,
read,8,32506.000000,13373.000000,34511.000000,915.000000,
read,8,32471.000000,13034.000000,34221.000000,931.000000,
read,8,32260.000000,13345.000000,34113.000000,809.000000,
read,8,32259.000000,13491.000000,34092.000000,928.000000,
read,8,32135.000000,13323.000000,33835.000000,905.000000,
read,8,31727.000000,13128.000000,33810.000000,983.000000,
read,8,31631.000000,13148.000000,33854.000000,965.000000,
read,8,31971.000000,13588.000000,35051.000000,1047.000000,
read,8,32458.000000,13669.000000,34123.000000,969.000000,
read,8,31929.000000,13011.000000,33935.000000,1084.000000,
read,8,32164.000000,13419.000000,34126.000000,843.000000,
read,8,32161.000000,13527.000000,34108.000000,1064.000000,
read,8,32911.000000,13808.000000,34621.000000,965.000000,
read,8,32315.000000,13080.000000,34289.000000,966.000000,
read,8,32444.000000,13162.000000,33698.000000,1004.000000,
read,8,32407.000000,13375.000000,33827.000000,1039.000000,
read,8,32965.000000,13557.000000,33621.000000,767.000000,
read,8,31914.000000,13386.000000,34407.000000,992.000000,
read,8,31649.000000,13418.000000,33927.000000,998.000000,
read,8,32078.000000,13402.000000,34500.000000,956.000000,
read,8,32706.000000,13257.000000,34441.000000,795.000000,
read,8,32265.000000,13388.000000,33640.000000,889.000000,
read,8,31918.000000,13346.000000,35004.000000,810.000000,
read,8,32211.000000,13296.000000,33822.000000,988.000000,
read,8,32434.000000,13415.000000,34139.000000,1104.000000,
read,8,32169.000000,13045.000000,34110.000000,1030.000000,
read,8,33024.000000,13088.000000,34393.000000,796.000000,
read,8,32607.000000,13777.000000,34199.000000,1213.000000,
read,8,32630.000000,13362.000000,41239.000000,976.000000,
read,8,32197.000000,13451.000000,34576.000000,1018.000000,
read,8,32209.000000,13685.000000,34201.000000,906.000000,
read,8,32508.000000,13125.000000,33776.000000,944.000000,
read,8,32145.000000,13007.000000,33734.000000,810.000000,
read,8,32369.000000,13406.000000,33841.000000,995.000000,
read,8,32788.000000,13408.000000,34598.000000,1017.000000,
read,8,32494.000000,13305.000000,34730.000000,1060.000000,
read,8,32256.000000,13407.000000,33988.000000,1058.000000,
read,8,31812.000000,13374.000000,34117.000000,1209.000000,
read,8,32073.000000,13635.000000,33816.000000,1037.000000,
read,8,31553.000000,13936.000000,33475.000000,1029.000000,
read,8,32365.000000,13414.000000,33732.000000,995.000000,
read,8,31814.000000,13441.000000,33540.000000,1102.000000,
read,8,31874.000000,13292.000000,34764.000000,1018.000000,
read,8,32297.000000,13644.000000,33782.000000,1022.000000,
read,8,33633.000000,13610.000000,35429.000000,870.000000,
read,8,32183.000000,13814.000000,34066.000000,951.000000,
read,8,32575.000000,13803.000000,34142.000000,890.000000,
read,8,32049.000000,13177.000000,34135.000000,929.000000,
read,8,32093.000000,13690.000000,34229.000000,826.000000,
read,8,31644.000000,13687.000000,34215.000000,1054.000000,
read,8,32193.000000,13037.000000,34118.000000,1021.000000,
read,8,32265.000000,13390.000000,34333.000000,1056.000000,
read,8,32237.000000,13421.000000,34093.000000,992.000000,
read,8,32526.000000,13464.000000,33656.000000,1030.000000,
read,8,32370.000000,12987.000000,33715.000000,973.000000,
read,8,32364.000000,13771.000000,33638.000000,1049.000000,
read,8,32190.000000,13458.000000,33235.000000,978.000000,
read,8,32019.000000,13738.000000,33472.000000,1312.000000,
read,8,32379.000000,12966.000000,34208.000000,994.000000,
read,8,32659.000000,13283.000000,34469.000000,1067.000000,
read,8,32895.000000,13287.000000,34499.000000,890.000000,
read,8,32591.000000,13705.000000,33412.000000,982.000000,
read,8,32496.000000,13340.000000,33767.000000,1017.000000,
read,8,32275.000000,13596.000000,34006.000000,985.000000,
read,8,32407.000000,12962.000000,33834.000000,862.000000,
read,8,32345.000000,13011.000000,34152.000000,1020.000000,
read,8,32168.000000,13361.000000,34057.000000,1002.000000,
read,8,31940.000000,13606.000000,34463.000000,1030.000000,
read,8,32369.000000,14003.000000,35044.000000,1014.000000,
read,8,32147.000000,13412.000000,33752.000000,1191.000000,
read,8,31944.000000,13351.000000,34023.000000,950.000000,
read,8,32567.000000,26193.000000,33478.000000,1056.000000,
read,8,32018.000000,14722.000000,34166.000000,988.000000,
read,8,32569.000000,32661.000000,34718.000000,1008.000000,
read,8,32759.000000,13689.000000,34322.000000,847.000000,
read,8,31821.000000,13432.000000,33977.000000,950.000000,
read,8,33040.000000,13439.000000,35125.000000,1060.000000,
read,8,64041.000000,13527.000000,33398.000000,1084.000000,
read,8,31833.000000,13870.000000,34031.000000,1019.000000,
read,8,32099.000000,13167.000000,34120.000000,1375.000000,
read,8,32482.000000,13510.000000,33615.000000,994.000000,
read,8,32576.000000,13577.000000,34075.000000,1024.000000,
read,8,32325.000000,13471.000000,33547.000000,828.000000,
read,8,32580.000000,13974.000000,33937.000000,877.000000,
read,8,32623.000000,13672.000000,35063.000000,953.000000,
read,8,32366.000000,13695.000000,33864.000000,1134.000000,
read,8,32359.000000,13374.000000,34817.000000,993.000000,
read,8,32521.000000,13653.000000,33751.000000,1020.000000,
read,8,32005.000000,13406.000000,34169.000000,823.000000,
read,8,32377.000000,13208.000000,33800.000000,1035.000000,
read,8,32463.000000,13731.000000,33497.000000,988.000000,
read,8,32726.000000,13025.000000,34336.000000,1092.000000,
read,8,32624.000000,13759.000000,33992.000000,1064.000000,
read,8,32470.000000,13969.000000,33396.000000,1111.000000,
read,8,32099.000000,13381.000000,34615.000000,1026.000000,
read,8,32274.000000,13427.000000,34071.000000,1066.000000,
read,8,32516.000000,13433.000000,34534.000000,1196.000000,
read,8,31971.000000,13647.000000,33815.000000,1049.000000,
read,8,33518.000000,14382.000000,34562.000000,1071.000000,
read,8,33005.000000,13612.000000,34218.000000,932.000000,
read,8,32609.000000,13639.000000,34327.000000,865.000000,
read,8,32584.000000,13361.000000,33413.000000,994.000000,
read,8,32787.000000,13355.000000,34355.000000,985.000000,
read,8,32221.000000,13486.000000,34077.000000,1007.000000,
read,8,32855.000000,13365.000000,33457.000000,1032.000000,
read,8,31826.000000,13144.000000,34027.000000,1091.000000,
read,8,32610.000000,13858.000000,34362.000000,1001.000000,
read,8,33011.000000,13759.000000,34281.000000,1104.000000,
read,8,33354.000000,13412.000000,34124.000000,1149.000000,
read,8,32263.000000,13619.000000,33585.000000,1132.000000,
read,8,32230.000000,13571.000000,34689.000000,973.000000,
read,8,32300.000000,13663.000000,33648.000000,1077.000000,
read,8,32064.000000,13736.000000,34359.000000,1021.000000,
read,8,32338.000000,13467.000000,33498.000000,1067.000000,
read,8,31966.000000,13585.000000,33535.000000,1092.000000,
read,8,32928.000000,13235.000000,34179.000000,1020.000000,
read,8,32335.000000,13670.000000,33947.000000,976.000000,
read,8,32689.000000,13723.000000,34533.000000,1065.000000,
read,8,32696.000000,13792.000000,34815.000000,1140.000000,
read,8,32350.000000,13249.000000,34206.000000,1091.000000,
read,8,32615.000000,13101.000000,34239.000000,1373.000000,
read,8,31953.000000,13521.000000,34016.000000,1005.000000,
read,8,32487.000000,13810.000000,33710.000000,850.000000,
read,8,32290.000000,13624.000000,34525.000000,946.000000,
read,8,31983.000000,13709.000000,34515.000000,1049.000000,
read,8,32076.000000,13432.000000,34286.000000,1292.000000,
read,8,32454.000000,13790.000000,33432.000000,1003.000000,
read,8,32345.000000,13675.000000,33672.000000,1161.000000,
read,8,32073.000000,13733.000000,33457.000000,940.000000,
read,8,32598.000000,13326.000000,34702.000000,1059.000000,
read,8,32428.000000,13131.000000,34416.000000,976.000000,
read,8,32291.000000,13412.000000,34630.000000,1088.000000,
read,8,32104.000000,13772.000000,33706.000000,999.000000,
read,8,31936.000000,13656.000000,34291.000000,1059.000000,
read,8,32664.000000,13650.000000,33251.000000,1504.000000,
read,8,31970.000000,13331.000000,34079.000000,1044.000000,
read,8,32069.000000,13688.000000,33725.000000,814.000000,
read,8,32133.000000,13494.000000,34117.000000,927.000000,
read,8,32196.000000,13242.000000,34642.000000,834.000000,
read,8,31941.000000,13579.000000,33591.000000,1180.000000,
read,8,32982.000000,14001.000000,34283.000000,1086.000000,
read,8,31899.000000,13329.000000,33750.000000,948.000000,
read,8,32157.000000,13549.000000,33510.000000,826.000000,
read,8,32162.000000,13732.000000,63500.000000,999.000000,
read,8,32465.000000,13157.000000,35888.000000,1031.000000,
read,8,31958.000000,13463.000000,34092.000000,1017.000000,
read,8,32819.000000,13785.000000,33627.000000,1046.000000,
read,8,32425.000000,13349.000000,34133.000000,990.000000,
read,8,32629.000000,13651.000000,34719.000000,762.000000,
read,8,32681.000000,13327.000000,33972.000000,981.000000,
read,8,32767.000000,13346.000000,33623.000000,1066.000000,
read,8,32630.000000,13703.000000,34329.000000,1061.000000,
read,8,32630.000000,13898.000000,33696.000000,1186.000000,
read,8,32297.000000,13662.000000,34086.000000,991.000000,
read,8,32078.000000,13669.000000,33642.000000,1074.000000,
read,8,32473.000000,13067.000000,34292.000000,1072.000000,
read,8,32737.000000,13457.000000,33917.000000,1048.000000,
read,8,32536.000000,13398.000000,33745.000000,1450.000000,
read,8,32021.000000,13625.000000,33553.000000,1002.000000,
read,8,32159.000000,12883.000000,34501.000000,1063.000000,
read,8,32277.000000,13459.000000,34555.000000,1029.000000,
read,8,32134.000000,13172.000000,34147.000000,1086.000000,
read,8,32465.000000,13362.000000,34078.000000,1308.000000,
read,8,33420.000000,13391.000000,34488.000000,924.000000,
read,8,32577.000000,13287.000000,34324.000000,770.000000,
read,8,32455.000000,13370.000000,33245.000000,909.000000,
read,8,32194.000000,13407.000000,34455.000000,1085.000000,
read,8,31750.000000,13252.000000,34134.000000,1130.000000,
read,8,32005.000000,13104.000000,34593.000000,1109.000000,
read,8,32126.000000,13375.000000,33455.000000,1104.000000,
read,8,32416.000000,13694.000000,33771.000000,994.000000,
read,8,32097.000000,13392.000000,34573.000000,1066.000000,
read,8,32592.000000,13476.000000,34334.000000,1032.000000,
read,8,32211.000000,13747.000000,33348.000000,967.000000,
read,8,31990.000000,13426.000000,33484.000000,806.000000,
read,8,32011.000000,13390.000000,34099.000000,1062.000000,
read,8,32909.000000,13547.000000,34125.000000,1038.000000,
read,8,32259.000000,13453.000000,33516.000000,1204.000000,
read,8,31910.000000,13245.000000,33170.000000,983.000000,
read,8,32155.000000,13459.000000,34596.000000,1082.000000,
read,8,32675.000000,13451.000000,34100.000000,993.000000,
read,8,31885.000000,13404.000000,34221.000000,1071.000000,
read,8,31911.000000,13390.000000,33707.000000,1156.000000,
read,8,32214.000000,13081.000000,33819.000000,1226.000000,
read,8,32319.000000,13317.000000,34474.000000,1061.000000,
read,8,32262.000000,13652.000000,34053.000000,966.000000,
read,8,32307.000000,13375.000000,33709.000000,873.000000,
read,8,32309.000000,13830.000000,33646.000000,1038.000000,
read,8,32815.000000,13100.000000,34832.000000,1084.000000,
read,8,31922.000000,13689.000000,33685.000000,1131.000000,
read,8,31814.000000,13428.000000,34387.000000,1014.000000,
read,8,32928.000000,13540.000000,33363.000000,930.000000,
read,8,32404.000000,13751.000000,34026.000000,792.000000,
read,8,32207.000000,13402.000000,33037.000000,1086.000000,
read,8,32391.000000,13658.000000,34726.000000,796.000000,
read,8,32748.000000,13091.000000,33923.000000,1071.000000,
read,8,33136.000000,13399.000000,34112.000000,1051.000000,
read,8,32874.000000,13748.000000,33535.000000,1115.000000,
read,8,46539.000000,13377.000000,33666.000000,1133.000000,
read,8,54075.000000,13433.000000,34146.000000,1104.000000,
read,8,31982.000000,13404.000000,33785.000000,1315.000000,
read,8,32522.000000,13789.000000,34088.000000,1196.000000,
read,8,32848.000000,13778.000000,34114.000000,1011.000000,
read,8,32275.000000,13508.000000,34002.000000,936.000000,
read,8,32894.000000,13572.000000,34642.000000,1035.000000,
read,8,32532.000000,13764.000000,33592.000000,1094.000000,
read,8,32367.000000,13625.000000,33665.000000,1204.000000,
read,8,31934.000000,13512.000000,33615.000000,1113.000000,
read,8,31999.000000,13378.000000,34089.000000,1171.000000,
read,8,32446.000000,13523.000000,33959.000000,1225.000000,
read,8,32225.000000,13437.000000,34755.000000,1189.000000,
read,8,32151.000000,13688.000000,34578.000000,1352.000000,
read,8,32981.000000,13676.000000,34583.000000,1151.000000,
read,8,32602.000000,13492.000000,34022.000000,1444.000000,
read,8,32439.000000,13655.000000,34022.000000,1125.000000,
read,8,32458.000000,13258.000000,33726.000000,1185.000000,
read,8,32597.000000,13685.000000,34013.000000,1325.000000,
read,8,32157.000000,13614.000000,33281.000000,1159.000000,
read,8,32451.000000,13925.000000,33403.000000,1072.000000,
read,8,32289.000000,13722.000000,33341.000000,1545.000000,
read,8,32490.000000,13047.000000,33713.000000,1127.000000,
read,8,32071.000000,13200.000000,33577.000000,1022.000000,
read,8,32317.000000,13374.000000,33375.000000,1381.000000,
read,8,32290.000000,13353.000000,34046.000000,1176.000000,
read,8,32418.000000,13827.000000,34355.000000,1336.000000,
read,8,32347.000000,13627.000000,33615.000000,1356.000000,
read,8,32395.000000,13575.000000,34526.000000,1474.000000,
read,8,32605.000000,13431.000000,34151.000000,1183.000000,
read,8,32979.000000,13737.000000,33663.000000,1017.000000,
read,8,32135.000000,13565.000000,33780.000000,1056.000000,
read,8,32884.000000,13509.000000,33936.000000,1044.000000,
read,8,32496.000000,13625.000000,33937.000000,1004.000000,
read,8,31887.000000,13905.000000,34170.000000,1107.000000,
read,8,32561.000000,13159.000000,34190.000000,1418.000000,
read,8,32561.000000,13958.000000,33585.000000,1182.000000,
read,8,32871.000000,14172.000000,35217.000000,1304.000000,
read,8,65715.000000,72226.000000,67058.000000,6188.000000,
write,8,62942.000000,13749.000000,55859.000000,3074.000000,
write,8,51755.000000,13903.000000,58278.000000,3011.000000,
write,8,52425.000000,13938.000000,56434.000000,3097.000000,
write,8,53309.000000,14131.000000,56442.000000,3385.000000,
write,8,52865.000000,14387.000000,56097.000000,2922.000000,
write,8,52421.000000,14364.000000,56972.000000,3320.000000,
write,8,51886.000000,14312.000000,56280.000000,2776.000000,
write,8,53362.000000,14094.000000,56303.000000,2890.000000,
write,8,52283.000000,13758.000000,56952.000000,2804.000000,
write,8,52421.000000,14093.000000,56360.000000,2909.000000,
write,8,52004.000000,14068.000000,56262.000000,3708.000000,
write,8,53946.000000,13498.000000,56588.000000,3122.000000,
write,8,52289.000000,15090.000000,58393.000000,3292.000000,
write,8,51796.000000,13726.000000,62911.000000,3026.000000,
write,8,53757.000000,14918.000000,70656.000000,2852.000000,
write,8,62782.000000,14202.000000,69913.000000,2892.000000,
write,8,51692.000000,13939.000000,60414.000000,3179.000000,
write,8,52347.000000,14170.000000,60387.000000,2971.000000,
write,8,52630.000000,13687.000000,60814.000000,2813.000000,
write,8,53211.000000,15010.000000,62227.000000,3482.000000,
write,8,62176.000000,14108.000000,59729.000000,3017.000000,
write,8,52912.000000,13879.000000,60833.000000,2751.000000,
write,8,52485.000000,14072.000000,61306.000000,2900.000000,
write,8,52744.000000,13699.000000,60122.000000,2852.000000,
write,8,51427.000000,14122.000000,60887.000000,3255.000000,
write,8,52639.000000,13837.000000,60802.000000,3391.000000,
write,8,52447.000000,14664.000000,61193.000000,3741.000000,
write,8,51471.000000,14029.000000,60436.000000,2738.000000,
write,8,52834.000000,14466.000000,60383.000000,2772.000000,
write,8,51576.000000,14523.000000,61443.000000,2751.000000,
write,8,51730.000000,14059.000000,60599.000000,2809.000000,
write,8,52176.000000,13686.000000,60193.000000,2861.000000,
write,8,52813.000000,13779.000000,61185.000000,2995.000000,
write,8,52675.000000,14981.000000,61498.000000,3432.000000,
write,8,52534.000000,14479.000000,60708.000000,2755.000000,
write,8,52321.000000,13741.000000,59855.000000,2748.000000,
write,8,51954.000000,13987.000000,62091.000000,2828.000000,
write,8,51781.000000,13697.000000,60489.000000,2793.000000,
write,8,52343.000000,14193.000000,60406.000000,3004.000000,
write,8,53692.000000,14381.000000,59840.000000,2886.000000,
write,8,52102.000000,14640.000000,61368.000000,3474.000000,
write,8,52046.000000,13983.000000,60674.000000,3396.000000,
write,8,53746.000000,13838.000000,60781.000000,2828.000000,
write,8,52228.000000,14344.000000,62079.000000,2767.000000,
write,8,51961.000000,13802.000000,60107.000000,3057.000000,
write,8,52414.000000,14339.000000,60048.000000,2780.000000,
write,8,53777.000000,14016.000000,60036.000000,2891.000000,
write,8,54096.000000,14293.000000,78745.000000,3299.000000,
write,8,62938.000000,13990.000000,60663.000000,3032.000000,
write,8,54394.000000,13736.000000,60245.000000,2769.000000,
write,8,88829.000000,13981.000000,61729.000000,2753.000000,
write,8,52579.000000,14043.000000,61267.000000,2768.000000,
write,8,52246.000000,14059.000000,60878.000000,2831.000000,
write,8,54088.000000,13751.000000,60920.000000,2746.000000,
write,8,52379.000000,14572.000000,62169.000000,3648.000000,
write,8,53678.000000,14630.000000,61857.000000,2826.000000,
write,8,53691.000000,14192.000000,60190.000000,3476.000000,
write,8,53098.000000,13864.000000,62597.000000,2927.000000,
write,8,52520.000000,14005.000000,59413.000000,3315.000000,
write,8,52273.000000,14571.000000,60284.000000,2785.000000,
write,8,52818.000000,15094.000000,60556.000000,2813.000000,
write,8,52685.000000,15081.000000,62186.000000,3393.000000,
write,8,52356.000000,14660.000000,61230.000000,2941.000000,
write,8,53393.000000,13923.000000,61327.000000,2773.000000,
write,8,62556.000000,13988.000000,61547.000000,2956.000000,
write,8,52746.000000,13962.000000,61224.000000,2715.000000,
write,8,51992.000000,14076.000000,60175.000000,2864.000000,
write,8,52463.000000,14069.000000,60884.000000,2826.000000,
write,8,51510.000000,15006.000000,61410.000000,3754.000000,
write,8,53128.000000,13886.000000,60101.000000,2796.000000,
write,8,53032.000000,14092.000000,60619.000000,2799.000000,
write,8,52548.000000,14340.000000,62068.000000,2989.000000,
